Reference,DOI,Group,Phylum,Order,Family,Species,Light,Water,Series,Day,Mean,SEM,N,Response,Method,Unit,Source
Yoshida 1970,10.15281/jplantres1887.83.137,Freshwater,Streptophyta,Alismatales,Hydrocharitaceae,Elodea densa,No,Yes,2,13,18.23895211,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 7
Yoshida 1970,10.15281/jplantres1887.83.137,Freshwater,Streptophyta,Alismatales,Hydrocharitaceae,Elodea densa,No,Yes,2,14,15.45953972,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 7
Yoshida 1970,10.15281/jplantres1887.83.137,Freshwater,Streptophyta,Alismatales,Hydrocharitaceae,Elodea densa,No,Yes,2,15,13.14336272,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 7
Yoshida 1970,10.15281/jplantres1887.83.137,Freshwater,Streptophyta,Alismatales,Hydrocharitaceae,Elodea densa,No,Yes,2,16,10.82718573,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 7
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,1,1,11.61132562,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,1,2,14.28118075,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,1,3,11.36248196,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,1,4,8.118524379,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,1,6,5.075943165,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,2,1,12.16978545,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,2,2,11.85927028,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,2,3,9.406613955,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,2,4,11.37830439,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,2,6,12.20017171,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3a
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,3,1,10.98511822,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,3,2,12.24831217,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,3,3,14.72097782,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,3,4,7.566544379,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,3,6,6.185449924,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,4,1,8.938805311,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,4,2,7.550860367,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,4,3,5.976690313,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,4,4,4.217917632,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,4,6,2.000162248,NA,1,Photosynthesis,Carbon assimilation,Bq cotyledon disc–1,Figure 3b
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,5,1,7.529466343,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,5,2,7.533116839,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,5,3,6.971214322,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,5,4,6.998638669,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,5,6,3.397014199,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,6,1,8.3314802,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,6,2,7.969693282,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,6,3,8.964590194,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,6,4,6.007802934,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Sinapis alba,Yes,Yes,6,6,4.552989223,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3c
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,7,1,7.035445747,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,7,2,8.377859657,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,7,3,8.421234452,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,7,4,8.677208735,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,7,6,3.637948446,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,8,1,8.098443187,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,8,2,7.125974883,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,8,3,5.728307603,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,8,4,4.04708435,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Lovell et al. 1972,10.1093/oxfordjournals.aob.a084565,Terrestrial,Streptophyta,Brassicales,Brassicaceae,Raphanus raphanistrum,Yes,Yes,8,6,3.141792985,NA,1,Chlorophyll,Chlorophyll,µg cotyledon disc–1,Figure 3d
Martin & Thimann 1972,10.1104/pp.49.1.64,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,0,100,3.931632491,3,Chlorophyll,Chlorophyll,% of initial,Figure 1
Martin & Thimann 1972,10.1104/pp.49.1.64,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,0.25,101.3437403,2.896643607,3,Chlorophyll,Chlorophyll,% of initial,Figure 1
Martin & Thimann 1972,10.1104/pp.49.1.64,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,0.5,101.8756542,2.276208284,3,Chlorophyll,Chlorophyll,% of initial,Figure 1
Martin & Thimann 1972,10.1104/pp.49.1.64,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,1,99.08689454,2.897341117,3,Chlorophyll,Chlorophyll,% of initial,Figure 1
Martin & Thimann 1972,10.1104/pp.49.1.64,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,1.5,89.30271041,2.380021052,3,Chlorophyll,Chlorophyll,% of initial,Figure 1
Martin & Thimann 1972,10.1104/pp.49.1.64,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,2,77.18649025,1.96546749,3,Chlorophyll,Chlorophyll,% of initial,Figure 1
Martin & Thimann 1972,10.1104/pp.49.1.64,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,3,44.23255423,1.655424207,3,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,1,0,100,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,1,2,103.1502129,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,1,4,83.00820005,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,1,6,70.62904932,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,1,8,59.11607823,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,1,10,55.79602622,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,No,Yes,2,0,100,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,No,Yes,2,2,97.75872985,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,No,Yes,2,4,47.86029214,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,No,Yes,2,6,12.62443182,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,No,Yes,2,8,3.050963117,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,No,Yes,2,10,2.102896743,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,3,0,100,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,3,1,91.97722336,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,3,2,76.40964595,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,3,3,70.76128122,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,3,4,39.23367668,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,3,5,14.17512387,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,3,6,3.350911179,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Mishra & Kar 1973,10.1016/0031-9422(73)80360-7,Terrestrial,Streptophyta,Poales,Poaceae,Oryza sativa,Yes,Yes,3,7,0,NA,1,Chlorophyll,Chlorophyll,% of initial,Figure 1
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,0,0.734840151,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,1,0.747875414,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,2,0.543235506,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,3,0.300608501,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,1,4,0.18654551,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,2,0,0.826766601,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,2,1,0.854412658,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,2,2,0.582567293,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,2,3,0.3362888,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,2,4,0.158674261,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,3,0,0.866098388,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,3,1,0.825079685,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,3,2,0.613864838,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,3,3,0.314264452,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,3,4,0.139571749,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,4,0,0.892283528,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,4,1,0.849802292,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,4,2,0.60864024,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,4,3,0.311228002,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,4,4,0.105127984,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,5,0,0.909700738,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,5,1,0.820470125,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,5,2,0.566159812,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,5,3,0.212506265,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,5,4,0.070682604,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,6,0,0.850306752,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,6,1,0.744277197,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,6,2,0.305890405,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,6,3,0.092481761,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,6,4,0.047084339,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,7,0,0.694383214,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,7,1,0.60223238,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,7,2,0.187218662,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,7,3,0.072423598,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,7,4,0.042363394,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 3a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,8,0,0.918836865,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 5b
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,8,1.25,0.734392627,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 5b
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,8,2.25,0.387082032,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 5b
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,8,3,0.131503006,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 5b
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,8,4,0.090181616,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 5b
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,8,5,0.088056425,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 5b
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,9,0,0.924619592,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 6a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,9,1,0.897221268,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 6a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,9,2,0.576796763,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 6a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,9,3,0.267521089,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 6a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,9,4,0.144576142,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 6a
Tetley & Thimann 1974,10.1104/pp.54.3.294,Terrestrial,Streptophyta,Poales,Poaceae,Avena sativa,No,Yes,9,5,0.163369274,NA,1,Chlorophyll,Chlorophyll,Absorbance at 665 nm,Figure 6a
