Review,DOI,Data,Reference,DOI_original,Order,Species,Kelp,Wrack,Dissolved,Smallscale,Prekilled,Buried,Anoxic,Lab,Darkness,k
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucales,Fucus vesiculosus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.008285803
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucales,Fucus vesiculosus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.009233626
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucales,Fucus vesiculosus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.014142301
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Vichkovitten & Holmer 2004,10.1016/j.orggeochem.2004.04.007 ,Ceramiales,Polysiphonia spp.,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.062274618
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Williams 1984,10.1016/0022-0981(84)90007-8,Bryopsidales,Caulerpa cupressoides,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.135089568
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Williams 1984,10.1016/0022-0981(84)90007-8,Bryopsidales,Caulerpa cupressoides,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.093865487
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Williams 1984,10.1016/0022-0981(84)90007-8,Bryopsidales,Caulerpa cupressoides,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.060278724
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Williams 1984,10.1016/0022-0981(84)90007-8,Bryopsidales,Caulerpa cupressoides,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.145170192
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria digitata,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.012199358
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria digitata,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.002857229
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria digitata,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.009641562
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria digitata,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.009789055
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria digitata,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.017129475
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.00910695
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.000403235
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.002969588
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.002302882
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.007392856
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria ochroleuca,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.027049926
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria ochroleuca,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.002745372
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria ochroleuca,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.009641562
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria ochroleuca,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.020983242
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Wright et al. 2022,10.1111/gcb.16299,Laminariales,Laminaria ochroleuca,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03254883
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Yang et al. 2021,10.1016/j.marpolbul.2021.112612,Ulvales,Ulva prolifera,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.027952782
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Yang et al. 2021,10.1016/j.marpolbul.2021.112612,Ulvales,Ulva prolifera,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.168855856
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Banta et al. 2004,10.1007/978-1-4020-3021-5_7,Ulvales,Ulva lactuca,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.04
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Banta et al. 2004,10.1007/978-1-4020-3021-5_7,Ceramiales,Ceramium virgatum,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.038
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Banta et al. 2004,10.1007/978-1-4020-3021-5_7,Fucales,Fucus vesiculosus,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.028
Luka Seamus Wright unpublished,NA,NA,Albright et al. 1980,10.1515/9783110837988-015,Laminariales,Macrocystis pyrifera,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.062314531
Luka Seamus Wright unpublished,NA,NA,Albright et al. 1980,10.1515/9783110837988-015,Laminariales,Macrocystis pyrifera,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.032450845
Luka Seamus Wright unpublished,NA,NA,Albright et al. 1980,10.1515/9783110837988-015,Laminariales,Macrocystis pyrifera,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.033887039
Luka Seamus Wright unpublished,NA,NA,Albright et al. 1980,10.1515/9783110837988-015,Laminariales,Macrocystis pyrifera,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.032077318
Luka Seamus Wright unpublished,NA,NA,Albright et al. 1980,10.1515/9783110837988-015,Laminariales,Nereocystis luetkeana,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.077982139
Luka Seamus Wright unpublished,NA,NA,Albright et al. 1980,10.1515/9783110837988-015,Laminariales,Nereocystis luetkeana,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.048506405
Luka Seamus Wright unpublished,NA,NA,Albright et al. 1980,10.1515/9783110837988-015,Laminariales,Nereocystis luetkeana,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.021413614
Luka Seamus Wright unpublished,NA,NA,Albright et al. 1980,10.1515/9783110837988-015,Laminariales,Nereocystis luetkeana,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.036668537
Luka Seamus Wright unpublished,NA,NA,Banta et al. 2004,10.1007/978-1-4020-3021-5_7,Ceramiales,Ceramium virgatum,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.038
Luka Seamus Wright unpublished,NA,NA,Banta et al. 2004,10.1007/978-1-4020-3021-5_7,Ulvales,Ulva lactuca,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.04
Luka Seamus Wright unpublished,NA,NA,Banta et al. 2004,10.1007/978-1-4020-3021-5_7,Fucales,Fucus vesiculosus,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.028
Luka Seamus Wright unpublished,NA,NA,Bedford & Moore 1984,10.1016/0272-7714(84)90009-X,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.026054093
Luka Seamus Wright unpublished,NA,NA,Bedford & Moore 1984,10.1016/0272-7714(84)90009-X,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.007251878
Luka Seamus Wright unpublished,NA,NA,Bedford & Moore 1984,10.1016/0272-7714(84)90009-X,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.008342261
Luka Seamus Wright unpublished,NA,NA,Bedford & Moore 1984,10.1016/0272-7714(84)90009-X,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.004295811
Luka Seamus Wright unpublished,NA,NA,Bedford & Moore 1984,10.1016/0272-7714(84)90009-X,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.024553346
Luka Seamus Wright unpublished,NA,NA,Bedford & Moore 1984,10.1016/0272-7714(84)90009-X,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01242025
Luka Seamus Wright unpublished,NA,NA,Bedford & Moore 1984,10.1016/0272-7714(84)90009-X,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.013544489
Luka Seamus Wright unpublished,NA,NA,Bedford & Moore 1984,10.1016/0272-7714(84)90009-X,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.017320459
Luka Seamus Wright unpublished,NA,NA,de Bettignies et al. 2020,10.1111/jpy.13041,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0107
Luka Seamus Wright unpublished,NA,NA,de Bettignies et al. 2020,10.1111/jpy.13041,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0366
Luka Seamus Wright unpublished,NA,NA,Birch et al. 1983,10.1515/botm.1983.26.4.165,Cladophorales,Cladophora aff. albida,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.004699782
Luka Seamus Wright unpublished,NA,NA,Birch et al. 1983,10.1515/botm.1983.26.4.165,Cladophorales,Cladophora aff. albida,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.007834042
Luka Seamus Wright unpublished,NA,NA,Bourguès et al. 1996,10.1007/bf00034552,Ulvales,Ulvaria obscura,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.034910897
Luka Seamus Wright unpublished,NA,NA,Bourguès et al. 1996,10.1007/bf00034552,Ulvales,Ulvaria obscura,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.082
Luka Seamus Wright unpublished,NA,NA,Bourguès et al. 1996,10.1007/bf00034552,Ulvales,Ulvaria obscura,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.019430627
Luka Seamus Wright unpublished,NA,NA,Bourguès et al. 1996,10.1007/bf00034552,Ulvales,Ulvaria obscura,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.016786312
Luka Seamus Wright unpublished,NA,NA,Brouwer 1996,10.1007/bf02390433,Desmarestiales,Desmarestia anceps,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.000778704
Luka Seamus Wright unpublished,NA,NA,Brouwer 1996,10.1007/bf02390433,Desmarestiales,Desmarestia anceps,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.029839137
Luka Seamus Wright unpublished,NA,NA,Buchsbaum et al. 1991,10.3354/meps072131,Ulvales,Ulva lactuca,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.070518025
Luka Seamus Wright unpublished,NA,NA,Buchsbaum et al. 1991,10.3354/meps072131,Gracilariales,Gracilaria tikvahiae,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.23713448
Luka Seamus Wright unpublished,NA,NA,Buchsbaum et al. 1991,10.3354/meps072131,Fucales,Fucus vesiculosus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.057922255
Luka Seamus Wright unpublished,NA,NA,Castaldelli et al. 2003,10.1016/S0304-3770(02)00167-5,Ulvales,Ulva rigida,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0847
Luka Seamus Wright unpublished,NA,NA,Castaldelli et al. 2003,10.1016/S0304-3770(02)00167-5,Ulvales,Ulva rigida,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0899
Luka Seamus Wright unpublished,NA,NA,Castaldelli et al. 2003,10.1016/S0304-3770(02)00167-5,Ulvales,Ulva rigida,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.132730904
Luka Seamus Wright unpublished,NA,NA,Chen et al. 2020,10.1016/j.watres.2020.116268,Ulvales,Ulva prolifera,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.055687663
Luka Seamus Wright unpublished,NA,NA,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva rigida,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.26
Luka Seamus Wright unpublished,NA,NA,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Ulvales,Ulva compressa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.15
Luka Seamus Wright unpublished,NA,NA,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Gigartinales,Agardhiella subulata,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.59
Luka Seamus Wright unpublished,NA,NA,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Gracilariales,Gracilaria vermiculophylla,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.36
Luka Seamus Wright unpublished,NA,NA,Conover et al. 2016,10.1016/j.ecss.2016.05.018,Fucales,Fucus vesiculosus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.06
Luka Seamus Wright unpublished,NA,NA,Duggins et al. 2016,10.1007/s00227-015-2781-y,Laminariales,Nereocystis luetkeana,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.043721139
Luka Seamus Wright unpublished,NA,NA,Feng et al. 2022,10.1016/j.ecolind.2022.109186,Laminariales,Saccharina japonica,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.086659295
Luka Seamus Wright unpublished,NA,NA,Feng et al. 2022,10.1016/j.ecolind.2022.109186,Laminariales,Saccharina japonica,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.11095673
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.050422476
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.170148687
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.04438236
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02341687
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001728976
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.002644035
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.003507444
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.019829414
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.006005518
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001522992
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.007976534
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.000806468
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001140937
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001223953
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.007292685
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.005511197
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.005798429
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001574008
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.001843134
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001142272
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.000898669
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.002360341
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.000725345
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.004124112
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.005522265
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.004897226
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.006825386
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.007022625
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.004442391
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.007657557
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.004624477
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.005960977
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.009076217
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.012329993
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.003859042
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.011712872
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001839331
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.002941118
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.003624941
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.002669153
Luka Seamus Wright unpublished,NA,NA,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.003542254
